idmonitoreodiario,fechamonitoreo,clavesih,nombreoficial,nombrecomun,estado,nommunicipio,regioncna,latitud,longitud,uso,corriente,tipovertedor,inicioop,elevcorona,bordolibre,nameelev,namealmac,namoelev,namoalmac,alturacortina,elevacionactual,almacenaactual,llenano
2189590,2024-01-16,ELPSL,"Gonzalo N. Santos, S.L.P.","El Peaje, S.L.P.",San Luis Potosí,San Luis Potosí,Cuencas Centrales del Norte,22.092222,-101.098611,AP,A. Grande o Azul,Libre,1953,2049.6,1.73,2047.87,9.054,2044.849976,6.6850000000000005,39,2029.98,0.467,0.069857890800299
2189591,2024-01-16,EPOSL,"El Potosino, S.L.P.","El Potosino, S.L.P.",San Luis Potosí,San Luis Potosí,Cuencas Centrales del Norte,22.099722,-101.078056,RI,A. El Potosino,Libre,1990,2000.85,0.150024,2000.849976,5.198999882,1996.800049,3.292999983,30.85,1980.13,0.03,0.009110233876366001
2189592,2024-01-16,ELOSL,"Cañada del Lobo, S.L.P.","Cañada del Lobo, S.L.P.",San Luis Potosí,San Luis Potosí,Cuencas Centrales del Norte,22.094722,-100.9675,CA,R. Españita,Libre,1987,1963.7,1.5499800000000001,1962.1,2.161,1958.8,1.244,28,1953.34,0.295,0.237138263665594
2189593,2024-01-16,IVGSL,"Valentín Gama, S.L.P.","Ojo Caliente, S.L.P.",San Luis Potosí,Villa de Reyes,Cuencas Centrales del Norte,21.88,-100.820556,RI,R. Santa María,Libre,1970,1789.55,1.45002,1788.099976,22.39999962,1783.800049,9.510000229,24,1774.93,0.232,0.024395372703833
2189594,2024-01-16,ANGCP,"Doctor Belisario Domínguez, Chis.","La Angostura, Chis.",Chiapas,Acala,Frontera Sur,16.401389,-92.778889,GH,R. Grijalva,Contr,1976,543,3.5,539.5,19736.4,533.0,13169.63,147,520.03,6406.61,0.48646848848449
2189595,2024-01-16,CHICP,"Manuel Moreno Torres, Chis.","Chicoasén, Chis.",Chiapas,Osumacinta,Frontera Sur,16.941667,-93.100556,GH,R. Grijalva,Contr,1980,405,7.0,395.0,1318.6,392.5,205.98,261,390.94,174.576,0.8475385959801921
2189596,2024-01-16,MALCP,"Nezahualcóyotl, Chis.","Malpaso, Chis.",Chiapas,Tecpatán,Frontera Sur,17.178611,-93.598889,GH,R. Grijalva o Mezcalapa,Contr,\N,192,4.0,188.0,14056.32,182.5,9317.39,138,167.94,5264.62,0.5650316236628491
2189597,2024-01-16,JSBCP,"Juan Sabines, Chis.","El Portillo II o Cuxtepeques, Chis.",Chiapas,La Concordia,Frontera Sur,15.996389,-92.898611,RI,R. Cuxtepeques,Libre,1981,620.25,1.97998,618.2700195,116.1100006,612.1199951,68.15000153,46,611.93,67.002,0.983154783503641
2189598,2024-01-16,PENCP,"Angel Albino Corzo, Chis.","Peñitas, Chis.",Chiapas,Ostuacán,Frontera Sur,17.446111,-93.458611,GH,R. Grijalva,Contr,1986,98,5.0,95.5,578.63,87.4,215.041,58,85.5,171.448,0.797280518598778
2189599,2024-01-16,NNEPB,"Necaxa, Pue.","Necaxa, Pue.",Puebla,Juan Galindo,Golfo Centro,20.216667,-98.000556,GH,R. Necaxa,Libre,1908,1344,1.0,1343.0,39.283,1338.0,29.055,59,1334.75,23.118,0.795663397005678
2189600,2024-01-16,TENPB,"Tenango, Pue.","Tenango, Pue.",Puebla,Huauchinango,Golfo Centro,20.199444,-97.983333,GH,R. Coacuila,Libre,1912,1353,2.0,1351.4,46.576,1345.6,28.479,39,1343.67,23.395,0.8214824958741521
2189601,2024-01-16,NEXPB,"Nexapa, Pue.","Nexapa, Pue.",Puebla,Tlaola,Golfo Centro,20.168333,-97.984722,GH,R. Nexapa,Libre,1912,1364,1.0,1362.35,15.313,1360.0,12.5,44,1359.38,11.642,0.9313600000000001
2189602,2024-01-16,LLAHD,"La Laguna, Hgo.","Tejocotal, Pue.",Hidalgo,Acaxochitlán,Golfo Centro,20.135556,-98.128333,RI,A. Huitzilin,Libre,1903,2185,1.0,2184.5,49.227,2183.0,40.638,19,2175.57,6.77,0.16659284413603
2189603,2024-01-16,LREHD,"Los Reyes, Hgo.","Omiltepec, Pue.",Hidalgo,Acaxochitlán,Golfo Centro,20.174722,-98.131944,RI,R. Omiltepec,Libre,1913,2168.5,1.5,2167.0,29.263,2165.0,24.031,30,2157.31,7.487,0.31155590695351804
2189604,2024-01-16,SOLPB,"La Soledad, Pue.","La Soledad, Pue.",Puebla,Tlatlauquitepec,Golfo Centro,19.960833,-97.446667,GH,R. Apulco y Xiucayucan,Contr,1962,806.5,1.5,805.0,14.98,804.5,13.9,91.5,800.23,6.6530000000000005,0.478633093525179
2189605,2024-01-16,PEMVC,"El Moralillo, Ver.",Piedra Labrada,Veracruz de Ignacio de la Llav,Tepetzintla,Golfo Centro,21.184444,-97.814444,AP,Río Buenavista,Libre,,116,0.0,115.94,8.126,110.78,2.5,15.5,110.82,2.527,1.0108
2189606,2024-01-16,TEMOX,"Presidente Alemán, Oax.","Temascal, Oax.",Oaxaca,San Miguel Soyaltepec,Golfo Centro,18.232222,-96.412222,GH,R. Papaloapan,Contr,1955,74.79,3.5,68.5,9105.54,66.5,8119.09,76,60.4,5460.37,0.6725347298773631
2189607,2024-01-16,CDOOX,"Miguel de la Madrid Hurtado, Oax.","Cerro de Oro, Oax.",Oaxaca,San Lucas Ojitlán,Golfo Centro,17.999167,-96.263611,CA,R. Papaloapan,Contr,1988,75.6,2.8,70.01,3547.16,64.86,2599.51,70,60.57,1924.63,0.7403818411931471
2189608,2024-01-16,LDCVC,"Canseco, Ver.","Laguna de Catemaco, Ver.",Veracruz de Ignacio de la Llav,Catemaco,Golfo Centro,18.415833,-95.118333,GH,R. Grande,Contr,1960,334.5,1.0,333.5,552.7,332.7,493.02,7.2,332.42,472.412,0.9582004786824061
2189609,2024-01-16,LCAVC,"La Cangrejera, Ver.","La Crangrejera, Ver.",Veracruz de Ignacio de la Llav,Coatzacoalcos,Golfo Centro,18.109444,-94.330833,AP,R. Teapa,Libre,1980,23.87,2.22,21.64999962,31.60000038,21.25,28.53700066,15.87,20.15,21.169,0.74180886254358
2189610,2024-01-16,PJMTP,"Pedro José Méndez, Tamps.","Pedro J. Méndez, Tamps.",Tamaulipas,Hidalgo,Golfo Norte,24.2475,-99.555833,RI,Río San Juan,Libre,1982,453,3.60001,449.3999939,38.36000061,447.2200012,31.26000023,55,434.8,6.7,0.21433141237056202
2189611,2024-01-16,VGRTP,"Vicente Guerrero, Tamps.","Las Adjuntas, Tamps.",Tamaulipas,Padilla,Golfo Norte,23.959444,-98.666389,AP/RI,R. Soto La Marina,Contr,1967,148,4.12001,144.0399933,5498.22998,140.44,3910.69,62,125.78,380.56,0.09731275043534501
2189612,2024-01-16,RSPTP,"República Española, Tamps.","Real Viejo o El Sombrero, Tamps.",Tamaulipas,Aldama,Golfo Norte,23.259444,-97.991944,AP,A. San Pedro,Libre,1974,92,2.5700000000000003,89.43000031,105.9899979,83.0,54.77999878,30,75.02,9.077,0.165699163967743
2189613,2024-01-16,JLPQT,"Jalpan, Qro.",Jalpan,Querétaro,Jalpan de Serra,Golfo Norte,21.230278,-99.479722,RI/AP,Río Jalpan,Libre,,785,0.0,784.55,11.2,780.55,8.0,41,770.13,2.3890000000000002,0.298625
2189614,2024-01-16,TIESL,"La Muñeca, S.L.P.","La Muñeca, S.L.P.",San Luis Potosí,Tierra Nueva,Golfo Norte,21.629444,-100.548333,AP,Río Jofre,Libre,1981,1843.75,2.0,1841.75,31.0,1837.699951,24.14,40.25,1826.99,6.49,0.268848384424192
2189615,2024-01-16,ZMPHD,"Ing. Fernando Hiriart Balderrama, Hgo.","Zimapán, Hgo.",Hidalgo,Zimapán,Golfo Norte,20.663333,-99.501111,GH,R. Moctezuma,Contr,1990,1565,2.0,1563.0,1460.0,1560.0,1390.0,203,1544.64,1121.584,0.806894964028777
2189673,2024-01-16,PMOZC,"Los Moraleños, Zac.",Moraleños,Zacatecas,Jalpa,Lerma-Santiago-Pacífico,21.711111,-102.903611,RI,Río Calvillo,Libre,,1324.75,0.0,1322.93,26.07,1318.96,20.932,47.05,1311.36,9.804,0.46837378176953903
2189644,2024-01-16,AMEMC,"Aristeo Mercado, Mich.","Wilson ,Mich.",Michoacán de Ocampo,Jiménez,Lerma-Santiago-Pacífico,19.926111,-101.661111,RI,A. sin nombre,Libre,1926,1999.83,6.03,1993.8,28.305,1993.5,25.344,9.2,1990.42,4.103,0.16189236111111102
2189645,2024-01-16,PTZMC,"Pátzcuaro, Mich.","Pátzcuaro, Mich.",\N,Pátzcuaro,Sin información,19.542778,-101.616944,RI,R. Jaripo,Libre,,\N,0.0,2042.35,1135.573,2038.57,646.582,\N,2035.45,336.61,0.52059908874667
2189646,2024-01-16,LANMC,"Los Angeles, Mich.",Tres Mezquites,Michoacán de Ocampo,José Sixto Verduzco,Lerma-Santiago-Pacífico,20.248889,-101.626667,RI,C. El Alto Las Cañas,Libre,,1689.95,0.0,1688.45,17.096,1687.95,14.59,10,1684.0,0.458,0.031391363947909
2189647,2024-01-16,LDFMC,"Laguna del Fresno, Mich.","Laguna del Fresno, Mich.",Michoacán de Ocampo,Maravatío,Lerma-Santiago-Pacífico,19.838056,-100.406389,RI,R. Cachiví,Libre,1946,2059,2.0,2057.0,13.132,2055.98,10.299,8.8,2052.84,2.949,0.286338479464025
2189648,2024-01-16,MABGJ,"Mariano Abasolo, Gto.","San Antonio de Aceves, Gto.",Guanajuato,Pénjamo,Lerma-Santiago-Pacífico,20.507222,-101.931111,RI,A. los Otates,Libre,1971,1755,1.92,1753.08,23.946,1751.3,20.079,43,1744.39,8.377,0.417202051895014
2189649,2024-01-16,CPAMC,"Copándaro, Mich.","Copándaro de Dolores, Mich.",Michoacán de Ocampo,Jiquilpan,Lerma-Santiago-Pacífico,20.001667,-102.861389,RI,R. La Patera,Libre,1927,1999,9.79,1989.209,9.717,1987.659,2.752,5.7,1995.36,0.211,0.076671511627906
2189650,2024-01-16,HRTJL,"Hurtado, Jal.","Valencia, Jal.",Jalisco,Acatlán de Juárez,Lerma-Santiago-Pacífico,20.466944,-103.651111,RI,A. San Antonio,Libre,1879,1464,1.34,1462.66,22.624,1462.66,22.624,10.35,1460.99,13.685,0.604888613861386
2189651,2024-01-16,JARMC,"Jaripo, Mich.","Jaripo, Mich.",Michoacán de Ocampo,Villamar,Lerma-Santiago-Pacífico,19.958333,-102.601944,RI,A. sin nombre,Libre,1951,1548.5,2.2,1580.42,9.265,1578.91,6.028,20,1576.72,2.456,0.407431984074319
2189652,2024-01-16,GUAMC,"Guaracha, Mich.","San Antonio, Mich.",Michoacán de Ocampo,Villamar,Lerma-Santiago-Pacífico,19.979167,-102.541389,RI,A. sin nombre,Libre,1913,1596.72,0.0,1580.11,29.79,1580.01,28.677,8,1577.61,6.106,0.21292324859643602
2189653,2024-01-16,UREMC,"Urepetiro, Mich.","Urepetiro, Mich.",Michoacán de Ocampo,Tlazazalca,Lerma-Santiago-Pacífico,19.962222,-102.137778,RI,R. Tlazazalca,Libre,1964,1752.5,1.5,1745.68,10.923,1745.0,8.282,31,1742.68,3.682,0.44457860420188305
2189654,2024-01-16,POLJL,"Ing. Guillermo Lugo Sanabria, Jal.","La Pólvora, Jal.",Jalisco,Degollado,Lerma-Santiago-Pacífico,20.491111,-102.231944,RI,R. Huascato,Libre,1989,1669.1,4.1,1665.0,56.15,1663.46,51.675,69,1648.86,21.604,0.418074504112239
2189655,2024-01-16,DGNMC,"De Gonzalo, Mich.","De Gonzalo, Mich.",Michoacán de Ocampo,Vista Hermosa,Lerma-Santiago-Pacífico,20.304444,-102.436944,RI,A. sin nombre,Libre,1890,1535.83,0.93,1534.9,10.0,1533.88,8.837,10,1531.6,0.098,0.01108973633586
2189657,2024-01-16,LCLJL,"La Colonia, Jal.","La Colonia, Jal.",Jalisco,Zapotlán del Rey,Lerma-Santiago-Pacífico,20.43,-102.931944,RI,A. Los Sabinos,Libre,1927,0,0.0,103.4000015,6.5,103.0,5.775,6,102.55,4.421,0.7655411255411251
2189658,2024-01-16,CHLJL,"Chila, Jal.","Chila, Jal.",Jalisco,Zapotlán del Rey,Lerma-Santiago-Pacífico,20.489722,-102.944167,RI,A. Chila,Libre,1945,1525.88,1.0,99.0,1.0,98.7,0.762,10,98.67,0.756,0.9921259842519681
2189659,2024-01-16,BATQT,"El Batán, Qro.",Los Arcos,Querétaro,Corregidora,Lerma-Santiago-Pacífico,20.504167,-100.412222,RI,Río El Pueblito,Libre,,1914.85,0.0,1905.15,8.042,1902.1,5.791,45.5,1888.65,0.6960000000000001,0.12018649628734202
2189660,2024-01-16,IALGJ,"Ignacio Allende, Gto.","La Begoña, Gto.",Guanajuato,San Miguel de Allende,Lerma-Santiago-Pacífico,20.848056,-100.825833,RI,R. de la Laja,Contr,1968,1834.7,2.04998,1833.33,241.41,1830.75,170.79,43,1821.3,24.688,0.144551788746413
2189661,2024-01-16,PNLGJ,"Peñuelitas, Gto.","Peñuelitas, Gto.",Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,Lerma-Santiago-Pacífico,21.105,-100.878333,RI,R. De la Erre,Libre,1960,1908.2,0.91,1907.29,30.169,1904.7,17.46,28,1897.31,0.23500000000000001,0.013459335624284
2189662,2024-01-16,SRSJL,"Manuel M. Diéguez, Jal.","Santa Rosa, Jal.",Jalisco,Amatitán,Lerma-Santiago-Pacífico,20.908889,-103.705556,GH,R. Santiago,Contr,1964,747,0.5,748.0,418.0,746.46,393.36,114,740.97,333.73,0.8484085824689851
2189663,2024-01-16,ESLJL,"El Salto, Jal.","El Salto, Jal.",Jalisco,Valle de Guadalupe,Lerma-Santiago-Pacífico,21.037222,-102.705,AP,R. El Salto,Libre,1940,1814.5,2.0,1812.5,118.54,1810.160034,85.0,42,1809.29,77.57,0.912588235294117
2189664,2024-01-16,SA1JL,"La Sauceda, Jal.","Garabatillos, Jal.",Jalisco,Lagos de Moreno,Lerma-Santiago-Pacífico,21.359167,-101.835556,RI,R. La Sauceda,Libre,1982,1923,1.96997,1921.030029,21.5,1918.900024,16.0,38.1,1912.27,4.47,0.279375
2189665,2024-01-16,ANVAG,"Cincuenta Aniversario, Ags.",San José de Gracia,Aguascalientes,San José de Gracia,Lerma-Santiago-Pacífico,22.188611,-102.464167,AP/RI,Río Blanco,Libre,,89.2,0.0,2088.57,5.039,2086.0,4.1,39.2,2073.5,1.425,0.347560975609756
2189666,2024-01-16,PTRAG,"Derivadora Pabellón, Ags.","Derecha Potrerillos, Ags.",Aguascalientes,Rincón de Romos,Lerma-Santiago-Pacífico,22.235,-102.4375,RI,R. San Pedro,Libre,1931,2099.86,0.0,2093.0,2.099999905,2092.600098,2.0380001070000002,35,2086.71,1.255,0.615799771398147
2189667,2024-01-16,PECAG,"Plutarco Elías Calles, Ags.","Calles, Ags.",Aguascalientes,San José de Gracia,Lerma-Santiago-Pacífico,22.141111,-102.417222,AP/RI,R. Santiago,Libre,1931,2022.6,0.6000000000000001,2022.0,407.438,2020.0,358.121,67,1998.85,42.273,0.11804110901064101
2189668,2024-01-16,JCQAG,"Jocoque, Ags.","Derecha Jocoque, Ags.",Aguascalientes,San José de Gracia,Lerma-Santiago-Pacífico,22.121667,-102.356944,RI,R. San Pedro,Libre,1929,1944.95,1.5499800000000001,1943.400024,11.39999962,1942.449951,10.97500038,44,1940.56,9.67,0.8810933635703431
2189669,2024-01-16,ABRAG,"Abelardo L. Rodríguez, Ags.","Abelardo L. Rodríguez, Ags.",Aguascalientes,Jesús María,Lerma-Santiago-Pacífico,21.916944,-102.427778,RI,R. Morcinique,Libre,1934,1890.2,1.47,1890.0,18.816,1888.88,15.997,25,1882.64,5.242,0.327686441207726
2189670,2024-01-16,NGRAG,"El Niágara, Ags.","El Niágara, Ags.",Aguascalientes,Aguascalientes,Lerma-Santiago-Pacífico,21.78,-102.371667,RI,R. Aguascalientes,Libre,1963,1833,0.599976,1832.400024,31.69499969,1828.400024,16.18799973,31.5,1828.41,16.217,1.00179146716603
2189671,2024-01-16,CRTJL,"El Cuarenta, Jal.","El Cuarenta, Jal.",Jalisco,Lagos de Moreno,Lerma-Santiago-Pacífico,21.497778,-101.7375,RI,A. Azul,Libre,1949,2004,2.05005,2001.949951,38.95999908,1998.75,30.625,42,1985.8,5.5600000000000005,0.181551020408163
2189672,2024-01-16,ESTJL,"El Estribón, Jal.","El Estribón, Jal.",Jalisco,Yahualica de González Gallo,Lerma-Santiago-Pacífico,21.185556,-102.900556,RI,A. Las Pilas,Libre,1946,1882.5,1.08997,1881.410034,7.739999771,1880.0,6.377999783,29,1878.15,5.048,0.7914707073924651
2189703,2024-01-16,PECSO,"Plutarco Elías Calles, Son.","El Novillo, Son.",Sonora,Soyopa,Noroeste,28.976667,-109.642222,GH,R. Yaqui,Contr,1964,297.8,1.00001,296.8,3511.96,290.5,2833.07,133.8,256.21,585.161,0.20654660844949102
2189705,2024-01-16,AGZCH,"Abraham González, Chih.","Guadalupe, Chih.",Chihuahua,Guerrero,Noroeste,28.481667,-107.482778,RI,R. Papigochi,Libre,1961,2052.9,1.5999500000000002,2051.300049,102.891,2047.800049,79.354,41.9,2036.53,24.195,0.30489956397913104
2189706,2024-01-16,IRASO,"Ignacio R. Alatorre, Son.","Punta de Agua, Son.",Sonora,Guaymas,Noroeste,28.426389,-110.396944,RI,R. San Marcial o Mátape,Libre,1972,105,2.29,102.7099991,29.69000053,100.0,16.15999985,30,91.2,0.0,0.0
2189707,2024-01-16,ARCSO,"Adolfo Ruiz Cortines, Son.","Mocúzari, Son.",Sonora,Alamos,Noroeste,27.226111,-109.106667,AP/GH/RI,Río Mayo,Mixto,1955,148,2.5300000000000002,145.4700012,1822.141,138.46,1200.0,88.5,116.22,179.054,0.14921166666666602
2189708,2024-01-16,CHTSO,"Cuauhtémoc, Son.","Santa Teresa, Son.",Sonora,Tubutama,Noroeste,30.873333,-111.516389,RI,R. Altar,Libre,1950,603,2.75,600.25,66.33000183,597.0,41.47000122,57.2,585.2,1.25,0.030142270634830003
2189709,2024-01-16,AGCSO,"Agua Caliente, Son.",Dique 10,Sonora,Cajeme,Noroeste,27.75,-109.887778,RI,Canal Alto Oviachic,Libre,,100.85,0.0,79.6,41.16,79.1,37.58,8.35,78.83,35.634,0.94821713677488
2189710,2024-01-16,ARLSO,"Abelardo Rodríguez Luján, Son.","Hermosillo, Son.",Sonora,Hermosillo,Noroeste,29.076667,-110.92,AP,R. Sonora,Contr,1948,231.6,3.20001,228.3999939,284.4700012,226.98,219.52,36,214.64,0.005,2.2776967930029103e-05
2189711,2024-01-16,PMOSO,"Ing. Rodolfo Félix Valdés, Son.","El Molinito, Son.",Sonora,Hermosillo,Noroeste,29.2125,-110.725556,AP,R. Sonora,Libre,,295.4,2.00001,293.4,222.47,289.36,121.202,31.4,278.21,10.636,0.08775432748634501
2189712,2024-01-16,CRRBN,"El Carrizo, B.C.","El Carrizo, B.C.",Baja California,Tijuana,Península de Baja California,32.479444,-116.696944,AP,A. Carrizo,Libre,1978,288.34,2.12,286.2200012,44.58499908,284.7000122,40.86600113,55.8,273.55,18.669,0.45683451974201
2189713,2024-01-16,ALRBN,"Abelardo L. Rodríguez, B.C.","Tijuana, B.C.",Baja California,Tijuana,Península de Baja California,32.444722,-116.908333,AP,R. Tijuana,Contr,1937,127,2.0,125.0,121.392,115.85,76.9,72,103.63,30.848,0.40114434330299
2189714,2024-01-16,AURBN,"Las Auras, B.C.",,Baja California,Tecate,Península de Baja California,32.544722,-116.531667,AP,A. Las Auras,Libre,,822,0.0,822.0,5.1,820.0,5.01,40,812.96,2.293,0.45768463073852306
2189715,2024-01-16,ELZBN,"Emilio López Zamora, B.C.","Ensenada, B.C.",Baja California,Ensenada,Península de Baja California,31.890278,-116.6025,AP,A. Ensenada,Libre,1978,27,1.74,25.26000023,6.342000008,19.88999939,2.732000113,34,18.89,2.311,0.845900404250825
2189716,2024-01-16,LDCSI,"Luis Donaldo Colosio, Sin.","Huites, Sin.",Sinaloa,Choix,Pacífico Norte,26.844722,-108.367778,GH,R. Fuerte,Contr,1995,290.75,0.75,290.0,4567.08,274.0,3202.16,164.75,217.85,565.491,0.17659673470407403
2189717,2024-01-16,PMHSI,"Miguel Hidalgo, Sin.","El Mahoné, Sin.",Sinaloa,El Fuerte,Pacífico Norte,26.509722,-108.58,AP/GH/RI,R. Fuerte,Mixto,1956,151.4,3.4,148.0,4171.273,142.36,3312.89,81,119.35,872.058,0.263231800633283
2189718,2024-01-16,JORSI,"Josefa Ortiz de Domínguez, Sin.","El Sabino, Sin.",Sinaloa,El Fuerte,Pacífico Norte,26.426944,-108.7025,AP/RI,A. Alamos,Contr,1967,113.5,2.93,112.6500015,685.11,109.5,519.28,44,103.2,256.159,0.49329648744415305
2189719,2024-01-16,GDOSI,"Gustavo Díaz Ordaz, Sin.","Bacurato, Sin.",Sinaloa,Sinaloa,Pacífico Norte,25.856667,-107.911111,AP/GH/RI,R. Sinaloa,Contr,1981,256,3.5,252.5,2687.074,237.06,1618.751,116,217.01,676.04,0.417630630035132
2189720,2024-01-16,GBESI,"Ing. Guillermo Blake Aguilar, Sin.","El Sabinal, Sin.",Sinaloa,Sinaloa,Pacífico Norte,26.103056,-108.3275,AP/RI,A. Ocoroni,Libre,1985,201.2,4.59,196.6100006,469.2,188.4499969,294.578,81.2,177.53,137.948,0.46829023212867205
2189721,2024-01-16,EBLSI,"Lic. Eustaquio Buelna, Sin.","Guamúchil, Sin.",Sinaloa,Salvador Alvarado,Pacífico Norte,25.484722,-108.065556,AP/RI,R. Mocorito,Contr,1972,71.2,2.35,68.84999847,264.9500122,63.54,80.08,41,60.3,29.04,0.362637362637362
2189722,2024-01-16,ALMSI,"Adolfo López Mateos, Sin.","El Humaya o El Varejonal, Sin.",Sinaloa,Badiraguato,Pacífico Norte,25.101389,-107.388333,AP/RI,R. Humaya,Libre,1964,186.5,3.02,183.4799957,4034.52002,176.0,3086.610107,105.5,147.75,756.135,0.24497263139428901
2189723,2024-01-16,JGRSI,"Juan Guerrero Alcocer, Sin.","Vinoramas, Sin.",Sinaloa,Culiacán,Pacífico Norte,24.753611,-107.059444,RI,A. El Bledal,Libre,1994,178.3,2.02,176.2799988,102.0,168.5,54.684,50,152.66,7.558,0.138212274156974
2189724,2024-01-16,SNLSI,"Sanalona, Sin.","Sanalona, Sin.",Sinaloa,Culiacán,Pacífico Norte,24.815,-107.151389,AP/GH/RI,R. Tamazula,Libre,1948,165,2.83,162.17,987.522,156.2,687.988,81,146.11,325.526,0.473156508543753
2189725,2024-01-16,JLPSI,"José López Portillo, Sin.","Comedero, Sin.",Sinaloa,Cosalá,Pacífico Norte,24.571667,-106.807222,AP/GH/RI,R. San Lorenzo,Contr,1981,290,4.54999,286.9500122,3966.169922,272.16,2580.19,136,230.98,494.253,0.19155682333471502
2189726,2024-01-16,CBRDR,"Caboraca, Dgo.","Canoas, Dgo.",Durango,Canatlán,Pacífico Norte,24.538333,-104.810278,RI,R. La Sauceda,Libre,1992,2003.75,2.46997,2001.280029,57.88000107,1998.25,45.0,37,1992.55,24.757,0.5501555555555551
2189727,2024-01-16,PAGDR,"Peña del Aguila, Dgo.","Peña Del Aguila, Dgo.",Durango,Durango,Pacífico Norte,24.203889,-104.656667,RI,R. La Sauceda,Libre,1954,1896.8,1.5299800000000001,1895.27002,54.902,1892.5,27.948,25,1887.48,5.159,0.18459281522828103
2189728,2024-01-16,GVCDR,"Presidente Guadalupe Victoria, Dgo.","El Tunal, Dgo.",Durango,Durango,Pacífico Norte,23.961111,-104.753056,RI,R. Tunal,Mixto,1962,1934.8,1.69,1934.61,94.617,1931.0,78.06,72.8,1920.55,39.351,0.504112221368178
2189729,2024-01-16,SBYDR,"Santiago Bayacora, Dgo.","Santiago Bayacora, Dgo.",Durango,Durango,Pacífico Norte,23.874444,-104.675833,RI,R. Santiago Bayacora,Libre,1990,1962,0.810059,1965.939941,169.8690033,1959.01001,130.0469971,66.75,1952.15,97.795,0.7519973715717571
2189730,2024-01-16,FVLDR,"Francisco Villa, Dgo.","El Bosque, Dgo.",Durango,Poanas,Pacífico Norte,24.001667,-103.960833,RI,R. Poanas,Libre,1968,1998.7,2.5700000000000003,1996.130005,96.56999969,1993.0,73.26000214,58.7,1989.33,51.1,0.6975156771405461
2189731,2024-01-16,SLTSI,"Ing. Aurelio Benassini Vizcaíno, Sin.","El Salto o Elota, Sin.",Sinaloa,Elota,Pacífico Norte,24.121944,-106.695833,RI,R. Elota,Libre,1988,167.1,2.46,164.6399994,815.592,154.5,403.9,73,146.32,206.704,0.5117702401584551
2189732,2024-01-16,SELDR,"Santa Elena, Dgo.","Santa Elena, Dgo.",Durango,Súchil,Pacífico Norte,23.623056,-104.054444,RI,R. Graseros,Libre,1977,2002.75,1.14001,2001.61,18.766,1999.8,15.08,30.75,1989.99,2.364,0.156763925729442
2189733,2024-01-16,RMEGR,"Revolución Mexicana, Gro.","El Guineo, Gro.",Guerrero,Ayutla de los Libres,Pacífico Sur,16.823611,-99.166111,RI,R. Nexpa,Libre,1984,110.7,3.11,107.5899963,259.502,94.40000153,126.694,70.7,94.44,127.009,1.00248630558668
2189548,2024-01-16,GDLMX,"Guadalupe, Méx.","Guadalupe,Méx.",Estado de México,Cuautitlán Izcalli,Aguas del Valle de México,19.635556,-99.252222,RI,R. Cuautitlán,Libre,1936,2308.75,1.9299300000000001,2306.820068,64.08,2305.199951,56.91,33,2302.84,47.36,0.832191179054647
2189549,2024-01-16,CNPMX,"La Concepción, Méx.","La Concepción, Méx.",Estado de México,Tepotzotlán,Aguas del Valle de México,19.695,-99.304444,RI,R. Tepotzotlán,Libre,1949,2355.64,3.09996,2352.540039,12.599,2352.100098,12.111,39,2345.23,6.27,0.517711171662125
2189550,2024-01-16,PMDMX,"Madín, Méx.","Madín, Méx.",Estado de México,Naucalpan de Juárez,Aguas del Valle de México,19.526944,-99.260833,AP,R. Tlanepantla,Contr,1959,2348.5,2.46,2346.04,17.964,2336.29,9.37,75,2334.05,7.934,0.846744930629669
2189551,2024-01-16,PRGHD,"Javier Rojo Gómez, Hgo.","La Peña, Hgo.",Hidalgo,Alfajayucan,Aguas del Valle de México,20.359722,-99.329444,RI,R. Alfajayucan,Contr,1979,1980.96,1.3,1977.839,43.317,1976.84,39.99,60,1972.95,29.451,0.7364591147786941
2189552,2024-01-16,TXMHD,"Taxhimay, Méx.","Taxhimay, Méx.",Estado de México,Villa del Carbón,Aguas del Valle de México,19.834722,-99.385278,RI,R. San Luis de las P,Libre,1912,2217.05,7.05,2216.1,47.386,2214.1,39.914,43,2209.5,23.945,0.59991481685624
2189553,2024-01-16,PRQHD,"Requena, Hgo.","Requena, Hgo.",Hidalgo,Tula de Allende,Aguas del Valle de México,19.963056,-99.310833,RI,R. Tula,Mixto,,2116.59,1.5,2110.3,61.519,2109.0,51.57,38,2102.91,15.414,0.298894706224549
